"Date","Price","Open","High","Low","Vol.","Change %"
"08/13/2021","1,028.20","1,017.00","1,031.00","1,014.30","0.14K","0.79%"
"08/12/2021","1,020.10","1,017.60","1,025.00","1,008.60","0.20K","0.22%"
"08/11/2021","1,017.90","994.00","1,020.00","994.00","0.23K","2.90%"
"08/10/2021","989.20","976.80","995.00","976.00","0.29K","1.60%"
"08/09/2021","973.60","976.60","982.70","956.80","0.37K","-0.13%"
"08/06/2021","974.90","1,002.80","1,005.00","972.00","0.44K","-3.32%"
"08/05/2021","1,008.40","1,023.90","1,023.90","999.50","0.32K","-1.53%"
"08/04/2021","1,024.10","1,051.30","1,053.50","1,019.70","0.33K","-2.46%"
"08/03/2021","1,049.90","1,050.60","1,056.10","1,039.80","0.35K","-0.85%"
"08/02/2021","1,058.90","1,050.00","1,068.00","1,050.00","0.19K","0.70%"
"07/30/2021","1,051.50","1,060.50","1,060.50","1,035.70","0.63K","-1.78%"
"07/29/2021","1,070.60","1,071.00","1,082.80","1,064.90","0.29K","1.18%"
"07/28/2021","1,058.10","1,052.00","1,068.00","1,044.60","9.94K","0.82%"
"07/27/2021","1,049.50","1,065.20","1,069.20","1,044.00","15.27K","-1.92%"
"07/26/2021","1,070.00","1,057.10","1,073.50","1,054.00","11.59K","0.81%"
"07/23/2021","1,061.40","1,092.90","1,097.30","1,042.20","17.58K","-2.68%"
"07/22/2021","1,090.60","1,078.20","1,094.20","1,072.90","9.23K","1.42%"
"07/21/2021","1,075.30","1,063.70","1,081.10","1,060.70","10.33K","0.95%"
"07/20/2021","1,065.20","1,074.30","1,084.40","1,053.30","15.25K","-0.58%"
"07/19/2021","1,071.40","1,101.00","1,107.10","1,063.80","17.55K","-3.35%"
"07/16/2021","1,108.50","1,140.20","1,141.20","1,096.50","14.65K","-2.57%"
"07/15/2021","1,137.70","1,140.20","1,140.60","1,139.10","13.36K","0.85%"
"07/14/2021","1,128.10","1,103.40","1,135.30","1,101.00","15.41K","1.52%"
"07/13/2021","1,111.20","1,120.40","1,122.00","1,100.20","11.65K","-1.05%"
"07/12/2021","1,123.00","1,098.00","1,123.80","1,085.30","16.95K","2.49%"
"07/09/2021","1,095.70","1,072.00","1,099.50","1,065.70","11.54K","1.97%"
"07/08/2021","1,074.50","1,085.40","1,086.30","1,062.30","13.86K","-0.68%"
"07/07/2021","1,081.90","1,089.10","1,100.00","1,071.00","10.00K","-0.19%"
"07/06/2021","1,084.00","1,088.10","1,118.00","1,075.50","18.75K","-1.62%"
"07/05/2021","1,101.90","1,099.10","1,105.10","1,089.65","","1.31%"
"07/02/2021","1,087.70","1,082.40","1,096.50","1,079.40","10.05K","0.63%"
"07/01/2021","1,080.90","1,071.60","1,094.50","1,059.80","12.13K","0.75%"
"06/30/2021","1,072.90","1,067.70","1,075.50","1,049.10","12.69K","0.21%"
"06/29/2021","1,070.60","1,093.20","1,097.70","1,060.00","18.91K","-2.60%"
"06/28/2021","1,099.20","1,114.15","1,116.10","1,092.25","","-0.59%"
"06/25/2021","1,105.70","1,094.90","1,113.10","1,093.10","10.02K","0.88%"
"06/24/2021","1,096.10","1,085.80","1,098.60","1,070.40","8.38K","0.61%"
"06/23/2021","1,089.50","1,075.70","1,096.40","1,072.00","10.06K","1.55%"
"06/22/2021","1,072.90","1,057.60","1,076.90","1,053.50","8.83K","1.78%"
"06/21/2021","1,054.10","1,044.30","1,059.50","1,026.00","7.61K","0.85%"
"06/18/2021","1,045.20","1,062.90","1,086.60","1,039.00","7.22K","-1.31%"
"06/17/2021","1,059.10","1,125.50","1,135.00","1,048.00","7.77K","-7.57%"
"06/16/2021","1,145.90","1,157.60","1,158.10","1,120.30","3.99K","-0.59%"
"06/15/2021","1,152.70","1,170.70","1,172.50","1,150.00","4.41K","-1.41%"
"06/14/2021","1,169.20","1,152.30","1,177.60","1,144.00","3.03K","1.23%"
"06/11/2021","1,155.00","1,156.00","1,164.50","1,149.00","2.26K","0.43%"
"06/10/2021","1,150.10","1,155.40","1,159.00","1,131.40","3.52K","-0.48%"
"06/09/2021","1,155.70","1,165.80","1,170.00","1,153.30","2.45K","-0.92%"
"06/08/2021","1,166.40","1,178.80","1,183.00","1,160.00","2.56K","-1.05%"
"06/07/2021","1,178.80","1,172.30","1,181.30","1,164.60","2.20K","0.88%"
"06/04/2021","1,168.50","1,164.40","1,172.20","1,146.70","2.26K","0.16%"
"06/03/2021","1,166.60","1,198.80","1,201.10","1,153.50","2.87K","-2.52%"
"06/02/2021","1,196.70","1,200.40","1,201.50","1,185.00","2.61K","-0.59%"
"06/01/2021","1,203.80","1,188.20","1,214.20","1,181.00","1.08K","0.87%"
"05/31/2021","1,193.40","1,187.40","1,193.90","1,183.65","","0.50%"
"05/30/2021","1,187.45","1,184.70","1,187.90","1,183.60","","0.07%"
"05/28/2021","1,186.60","1,185.00","1,191.00","1,175.00","0.85K","0.27%"
"05/27/2021","1,183.40","1,200.00","1,204.90","1,175.90","1.81K","-1.51%"
"05/26/2021","1,201.60","1,198.40","1,217.25","1,191.70","","0.05%"
"05/25/2021","1,201.00","1,175.00","1,203.20","1,173.00","1.58K","1.64%"
"05/24/2021","1,181.60","1,171.00","1,187.00","1,165.90","1.26K","0.70%"
"05/21/2021","1,173.40","1,203.80","1,210.30","1,171.40","1.48K","-2.90%"
"05/20/2021","1,208.50","1,199.90","1,213.50","1,199.90","0.10K","0.29%"
"05/19/2021","1,205.00","1,225.00","1,227.50","1,189.70","0.35K","-1.93%"
"05/18/2021","1,228.70","1,248.50","1,255.80","1,219.00","0.35K","-1.54%"
"05/17/2021","1,247.90","1,238.40","1,250.40","1,233.50","0.23K","1.78%"
"05/14/2021","1,226.10","1,219.70","1,239.00","1,219.70","0.11K","1.36%"
"05/13/2021","1,209.70","1,220.00","1,225.50","1,203.60","0.46K","-1.59%"
"05/12/2021","1,229.20","1,243.20","1,251.00","1,216.90","0.39K","-1.25%"
"05/11/2021","1,244.80","1,253.00","1,258.20","1,220.00","0.48K","-1.91%"
"05/10/2021","1,269.00","1,257.60","1,281.20","1,255.20","0.23K","0.88%"
"05/07/2021","1,257.90","1,259.00","1,276.40","1,245.00","0.35K","-0.24%"
"05/06/2021","1,260.90","1,228.20","1,261.20","1,225.00","0.20K","2.32%"
"05/05/2021","1,232.30","1,240.00","1,248.20","1,219.00","0.20K","-0.24%"
"05/04/2021","1,235.30","1,238.60","1,275.00","1,225.00","0.36K","0.14%"
"05/03/2021","1,233.60","1,207.00","1,250.90","1,199.00","0.14K","2.06%"
"04/30/2021","1,208.70","1,210.10","1,229.30","1,202.60","0.27K","0.63%"
"04/29/2021","1,201.10","1,226.10","1,231.60","1,180.00","0.15K","-0.92%"
"04/28/2021","1,212.20","1,235.80","1,235.80","1,207.50","14.60K","-2.99%"
"04/27/2021","1,249.50","1,248.30","1,261.80","1,232.30","12.52K","0.35%"
"04/26/2021","1,245.20","1,233.80","1,253.80","1,230.50","11.19K","0.98%"
"04/23/2021","1,233.10","1,208.50","1,256.70","1,204.50","19.04K","2.04%"
"04/22/2021","1,208.50","1,217.00","1,221.90","1,200.30","10.38K","-0.51%"
"04/21/2021","1,214.70","1,189.00","1,223.30","1,186.30","14.03K","1.54%"
"04/20/2021","1,196.30","1,212.40","1,214.50","1,185.10","13.35K","-0.85%"
"04/19/2021","1,206.50","1,207.40","1,231.90","1,202.30","10.73K","-0.18%"
"04/16/2021","1,208.70","1,199.60","1,212.90","1,192.30","8.82K","0.71%"
"04/15/2021","1,200.20","1,174.00","1,207.20","1,172.60","12.56K","1.94%"
"04/14/2021","1,177.40","1,159.40","1,188.00","1,158.10","13.95K","1.75%"
"04/13/2021","1,157.10","1,174.80","1,186.40","1,155.60","19.64K","-1.51%"
"04/12/2021","1,174.80","1,208.30","1,209.40","1,168.90","12.97K","-2.85%"
"04/09/2021","1,209.30","1,236.10","1,237.50","1,193.20","13.57K","-2.11%"
"04/08/2021","1,235.40","1,234.40","1,243.70","1,222.10","8.23K","0.28%"
"04/07/2021","1,231.90","1,245.70","1,252.50","1,226.40","12.65K","-0.69%"
"04/06/2021","1,240.50","1,215.80","1,248.70","1,202.80","12.52K","2.54%"
"04/05/2021","1,209.80","1,216.90","1,225.00","1,196.50","7.01K","0.10%"
"04/01/2021","1,208.60","1,191.40","1,217.50","1,176.60","","1.44%"
"03/31/2021","1,191.50","1,159.50","1,198.30","1,159.10","11.56K","2.66%"
"03/30/2021","1,160.60","1,180.40","1,189.90","1,156.20","14.98K","-1.93%"
"03/29/2021","1,183.40","1,190.55","1,205.50","1,166.60","","0.14%"
"03/26/2021","1,181.70","1,156.10","1,194.90","1,154.20","11.46K","2.00%"
"03/25/2021","1,158.50","1,177.60","1,188.40","1,148.50","14.91K","-2.22%"
"03/24/2021","1,184.80","1,172.80","1,194.50","1,166.00","9.58K","0.51%"
"03/23/2021","1,178.80","1,191.00","1,200.40","1,172.50","6.31K","-0.78%"
"03/22/2021","1,188.10","1,200.60","1,200.60","1,167.70","7.41K","-1.33%"
"03/19/2021","1,204.10","1,215.50","1,218.70","1,175.90","3.78K","-1.43%"
"03/18/2021","1,221.60","1,219.10","1,237.70","1,211.30","3.92K","1.50%"
"03/17/2021","1,203.60","1,220.10","1,225.30","1,193.00","3.41K","-1.62%"
"03/16/2021","1,223.40","1,224.50","1,244.00","1,210.40","4.69K","0.78%"
"03/15/2021","1,213.90","1,211.90","1,228.40","1,206.00","2.49K","0.79%"
"03/12/2021","1,204.40","1,207.00","1,219.00","1,176.20","2.59K","-0.22%"
"03/11/2021","1,207.00","1,213.50","1,236.10","1,200.40","3.49K","0.03%"
"03/10/2021","1,206.60","1,180.70","1,213.20","1,160.00","2.73K","2.25%"
"03/09/2021","1,180.00","1,145.70","1,186.30","1,141.50","2.64K","2.02%"
"03/08/2021","1,156.60","1,137.60","1,161.40","1,124.40","3.55K","2.09%"
"03/05/2021","1,132.90","1,135.50","1,138.70","1,115.20","1.82K","-0.61%"
"03/04/2021","1,139.90","1,174.50","1,187.30","1,124.80","2.44K","-3.94%"
"03/03/2021","1,186.60","1,211.00","1,221.40","1,170.70","3.72K","-2.63%"
"03/02/2021","1,218.60","1,196.00","1,220.90","1,178.20","2.60K","1.97%"
"03/01/2021","1,195.10","1,186.40","1,234.60","1,186.40","1.42K","0.49%"
"02/26/2021","1,189.30","1,226.80","1,242.00","1,175.60","0.72K","-3.75%"
"02/25/2021","1,235.70","1,274.10","1,277.20","1,226.80","1.60K","-1.87%"
"02/24/2021","1,259.20","1,260.55","1,278.80","1,241.80","","1.21%"
"02/23/2021","1,244.10","1,288.80","1,290.00","1,222.30","1.90K","-3.29%"
"02/22/2021","1,286.40","1,292.80","1,313.00","1,275.00","1.41K","-0.82%"
"02/19/2021","1,297.10","1,290.20","1,313.10","1,244.40","1.16K","1.47%"
"02/18/2021","1,278.30","1,278.00","1,299.00","1,259.50","0.49K","1.34%"
"02/17/2021","1,261.40","1,271.80","1,275.80","1,236.20","0.76K","-1.68%"
"02/16/2021","1,282.90","1,274.00","1,351.20","1,270.00","1.37K","-2.72%"
"02/15/2021","1,318.75","1,271.40","1,320.25","1,270.60","","3.72%"
"02/14/2021","1,271.45","1,264.25","1,272.20","1,264.00","","0.79%"
"02/12/2021","1,261.50","1,246.00","1,265.80","1,225.00","0.38K","0.94%"
"02/11/2021","1,249.80","1,248.80","1,282.40","1,237.70","0.43K","0.01%"
"02/10/2021","1,249.70","1,199.10","1,265.70","1,199.10","0.88K","4.44%"
"02/09/2021","1,196.60","1,180.00","1,208.00","1,180.00","0.39K","1.64%"
"02/08/2021","1,177.30","1,140.60","1,188.80","1,140.60","0.33K","3.63%"
"02/05/2021","1,136.10","1,110.30","1,140.60","1,110.00","0.26K","2.80%"
"02/04/2021","1,105.20","1,114.40","1,114.40","1,088.00","0.44K","-1.05%"
"02/03/2021","1,116.90","1,106.00","1,117.20","1,103.00","0.26K","1.74%"
"02/02/2021","1,097.80","1,136.80","1,136.80","1,095.70","0.24K","-3.73%"
"02/01/2021","1,140.30","1,098.00","1,143.00","1,098.00","1.24K","5.25%"
"01/29/2021","1,083.40","1,081.40","1,124.00","1,079.10","0.23K","0.64%"
"01/28/2021","1,076.50","1,072.70","1,108.00","1,059.80","0.29K","-0.23%"
"01/27/2021","1,079.00","1,108.00","1,108.00","1,064.10","14.02K","-2.56%"
"01/26/2021","1,107.40","1,104.70","1,113.80","1,085.00","8.66K","0.24%"
"01/25/2021","1,104.70","1,110.20","1,125.30","1,086.20","12.13K","-0.62%"
"01/22/2021","1,111.60","1,137.10","1,138.80","1,092.60","13.14K","-1.45%"
"01/21/2021","1,128.00","1,121.00","1,163.40","1,105.80","17.10K","1.04%"
"01/20/2021","1,116.40","1,093.30","1,124.20","1,085.40","10.77K","2.23%"
"01/19/2021","1,092.00","1,079.80","1,109.70","1,072.00","14.72K","-0.56%"
"01/18/2021","1,098.10","1,072.30","1,100.00","1,072.30","","2.41%"
"01/17/2021","1,072.30","1,079.20","1,089.10","1,072.20","","-1.61%"
"01/15/2021","1,089.90","1,126.60","1,129.90","1,076.50","13.51K","-3.24%"
"01/14/2021","1,126.40","1,104.70","1,130.00","1,101.00","9.13K","1.41%"
"01/13/2021","1,110.70","1,077.50","1,113.10","1,067.00","13.76K","4.02%"
"01/12/2021","1,067.80","1,040.00","1,083.00","1,040.00","13.03K","2.22%"
"01/11/2021","1,044.60","1,075.00","1,077.70","1,011.00","18.67K","-2.49%"
"01/08/2021","1,071.30","1,129.90","1,139.70","1,058.40","20.39K","-4.74%"
"01/07/2021","1,124.60","1,107.60","1,132.00","1,098.00","12.16K","1.30%"
"01/06/2021","1,110.20","1,121.40","1,126.80","1,087.00","15.34K","-0.84%"
"01/05/2021","1,119.60","1,077.50","1,125.40","1,068.10","15.80K","4.49%"
"01/04/2021","1,071.50","1,081.00","1,142.00","1,055.00","26.65K","-0.74%"
"01/01/2021","1,079.50","1,079.50","1,079.50","1,079.50","","0.03%"
"12/31/2020","1,079.20","1,081.00","1,091.80","1,071.40","8.40K","0.06%"
"12/30/2020","1,078.50","1,064.80","1,082.20","1,060.50","9.22K","1.68%"
"12/29/2020","1,060.70","1,047.55","1,073.30","1,044.80","","1.11%"
"12/28/2020","1,049.10","1,033.10","1,063.20","1,033.10","8.48K","1.36%"
"12/24/2020","1,035.00","1,024.50","1,037.70","1,022.80","4.66K","1.08%"
"12/23/2020","1,023.90","1,012.00","1,029.60","1,010.00","8.87K","0.80%"
"12/22/2020","1,015.80","1,018.40","1,029.10","995.80","10.80K","-0.58%"
"12/21/2020","1,021.70","1,052.20","1,066.50","932.30","16.09K","-2.60%"
"12/18/2020","1,049.00","1,056.80","1,063.80","1,037.40","4.48K","-0.64%"
"12/17/2020","1,055.80","1,047.50","1,069.80","1,041.30","6.37K","1.45%"
"12/16/2020","1,040.70","1,050.20","1,063.10","1,031.80","7.98K","-0.33%"
"12/15/2020","1,044.10","1,022.30","1,050.80","1,016.40","4.64K","2.34%"
"12/14/2020","1,020.20","1,021.80","1,037.90","1,010.10","4.48K","-0.59%"
"12/11/2020","1,026.30","1,041.50","1,047.30","1,012.00","4.72K","-0.52%"
"12/10/2020","1,031.70","1,011.50","1,052.80","1,010.50","3.79K","0.91%"
"12/09/2020","1,022.40","1,041.70","1,046.00","1,002.00","3.15K","-1.79%"
"12/08/2020","1,041.00","1,036.00","1,048.90","1,028.10","3.34K","-1.19%"
"12/07/2020","1,053.50","1,073.80","1,081.60","1,017.90","4.32K","-2.13%"
"12/04/2020","1,076.40","1,041.00","1,096.50","1,037.30","2.74K","3.30%"
"12/03/2020","1,042.00","1,022.50","1,046.90","1,008.60","1.67K","2.55%"
"12/02/2020","1,016.10","1,009.20","1,027.00","991.90","1.72K","0.77%"
"12/01/2020","1,008.30","974.60","1,012.00","973.30","1.77K","3.89%"
"11/30/2020","970.50","975.10","987.80","961.60","1.21K","0.02%"
"11/27/2020","970.30","977.20","978.10","953.40","1.16K","0.54%"
"11/26/2020","965.05","971.60","974.20","954.55","","-0.64%"
"11/25/2020","971.30","964.00","973.40","953.85","","0.88%"
"11/24/2020","962.80","942.70","971.30","930.10","1.55K","2.87%"
"11/23/2020","935.90","957.00","959.60","925.00","1.75K","-2.62%"
"11/20/2020","961.10","958.20","970.30","952.00","1.46K","0.69%"
"11/19/2020","954.50","948.90","960.40","940.30","0.48K","0.08%"
"11/18/2020","953.70","937.30","962.50","920.80","0.31K","1.37%"
"11/17/2020","940.80","933.00","944.50","927.00","0.63K","1.02%"
"11/16/2020","931.30","898.80","935.20","894.50","0.45K","3.48%"
"11/13/2020","900.00","884.20","903.10","884.20","0.23K","1.40%"
"11/12/2020","887.60","874.30","889.10","869.30","0.30K","1.81%"
"11/11/2020","871.80","889.00","893.50","863.40","0.33K","-2.73%"
"11/10/2020","896.30","875.00","899.10","870.00","0.39K","2.98%"
"11/09/2020","870.40","907.50","911.60","851.00","0.50K","-3.59%"
"11/06/2020","902.80","902.40","918.00","894.00","0.18K","0.00%"
"11/05/2020","902.80","877.00","910.40","877.00","0.11K","3.39%"
"11/04/2020","873.20","870.00","882.30","852.10","0.49K","-0.52%"
"11/03/2020","877.80","869.00","887.00","863.30","0.26K","1.68%"
"11/02/2020","863.30","851.10","868.30","843.10","0.57K","1.28%"
"10/30/2020","852.40","855.50","865.10","848.80","0.12K","-0.16%"
"10/29/2020","853.80","873.00","880.00","850.40","0.21K","-2.42%"
"10/28/2020","875.00","883.00","890.00","856.20","16.17K","-1.33%"
"10/27/2020","886.80","873.40","889.10","872.60","9.31K","1.07%"
"10/26/2020","877.40","909.80","911.00","870.80","16.32K","-3.23%"
"10/23/2020","906.70","885.00","924.10","881.50","21.36K","2.57%"
"10/22/2020","884.00","890.90","895.60","861.70","12.52K","-1.11%"
"10/21/2020","893.90","876.70","898.70","875.10","9.88K","1.89%"
"10/20/2020","877.30","861.10","884.10","852.10","12.02K","1.60%"
"10/19/2020","863.50","867.70","880.90","852.80","9.62K","-0.67%"
"10/16/2020","869.30","868.00","878.70","857.70","10.39K","0.93%"
"10/15/2020","861.30","862.80","870.10","841.70","14.53K","-0.24%"
"10/14/2020","863.40","871.70","882.40","858.00","10.98K","-1.13%"
"10/13/2020","873.30","881.10","885.40","863.00","10.11K","-0.34%"
"10/12/2020","876.30","897.10","897.10","872.90","9.34K","-2.01%"
"10/09/2020","894.30","870.00","901.90","868.30","13.46K","3.51%"
"10/08/2020","864.00","868.80","878.70","861.10","9.15K","-0.32%"
"10/07/2020","866.80","859.80","876.10","855.50","9.61K","-0.40%"
"10/06/2020","870.30","907.00","909.80","855.00","15.46K","-3.80%"
"10/05/2020","904.70","890.20","913.00","880.70","8.62K","1.49%"
"10/02/2020","891.40","906.10","908.80","887.20","9.15K","-1.61%"
"10/01/2020","906.00","900.50","919.10","895.10","11.85K","-0.35%"
"09/30/2020","909.20","893.50","914.50","873.50","14.96K","1.28%"
"09/29/2020","897.70","891.50","899.50","880.70","12.85K","1.07%"
"09/28/2020","888.20","855.75","895.40","849.95","","4.59%"
"09/25/2020","849.20","850.80","867.20","836.50","10.52K","0.46%"
"09/24/2020","845.30","841.80","855.30","829.20","8.13K","-0.65%"
"09/23/2020","850.80","871.40","883.90","839.00","10.20K","-1.78%"
"09/22/2020","866.20","894.30","901.10","864.70","8.77K","-2.09%"
"09/21/2020","884.70","938.50","951.90","863.30","7.65K","-6.49%"
"09/18/2020","946.10","946.00","957.80","938.70","2.26K","0.79%"
"09/17/2020","938.70","983.20","983.20","933.00","4.53K","-4.25%"
"09/16/2020","980.40","985.20","996.00","975.80","1.98K","-0.88%"
"09/15/2020","989.10","969.30","990.90","967.40","2.51K","2.45%"
"09/14/2020","965.40","945.00","971.90","941.00","3.79K","2.05%"
"09/11/2020","946.00","940.30","955.20","934.20","1.93K","-0.13%"
"09/10/2020","947.20","930.00","952.00","927.10","1.39K","1.77%"
"09/09/2020","930.70","907.70","933.80","907.10","2.42K","1.44%"
"09/08/2020","917.50","910.80","926.80","898.80","2.41K","0.56%"
"09/07/2020","912.35","903.05","914.50","900.10","","1.04%"
"09/06/2020","903.00","907.45","907.65","901.30","","-0.25%"
"09/04/2020","905.30","897.00","922.20","897.00","1.71K","0.93%"
"09/03/2020","897.00","916.30","927.80","890.30","1.71K","-1.68%"
"09/02/2020","912.30","957.50","961.80","908.00","1.76K","-5.11%"
"09/01/2020","961.40","947.60","979.40","945.00","1.64K","1.48%"
"08/31/2020","947.40","951.00","958.00","941.10","1.29K","-0.18%"
"08/28/2020","949.10","943.50","958.60","943.00","2.47K","2.04%"
"08/27/2020","930.10","945.30","960.00","918.80","","-1.82%"
"08/26/2020","947.30","941.90","953.10","924.00","1.28K","0.63%"
"08/25/2020","941.40","932.50","947.70","931.60","1.37K","1.04%"
"08/24/2020","931.70","931.00","952.80","928.10","1.00K","-0.12%"
"08/21/2020","932.80","938.40","943.40","911.60","0.58K","-0.10%"
"08/20/2020","933.70","951.20","961.20","924.40","0.36K","-3.01%"
"08/19/2020","962.70","983.00","985.40","947.20","0.24K","-1.98%"
"08/18/2020","982.10","980.20","995.90","963.80","0.28K","0.78%"
"08/17/2020","974.50","971.80","982.10","963.50","0.57K","0.90%"
"08/14/2020","965.80","983.00","988.10","962.00","0.18K","-2.43%"
"08/13/2020","989.90","960.30","991.00","956.20","0.31K","2.46%"
"08/12/2020","966.10","948.90","982.10","937.50","0.45K","-1.26%"
"08/11/2020","978.40","1,012.30","1,013.40","950.50","0.53K","-3.07%"
"08/10/2020","1,009.40","985.10","1,033.00","985.10","0.54K","3.27%"
"08/07/2020","977.40","1,035.40","1,036.20","970.00","0.34K","-4.25%"
"08/06/2020","1,020.80","1,000.10","1,033.00","999.30","0.82K","2.60%"
"08/05/2020","994.90","966.90","1,013.40","954.20","0.26K","3.53%"
"08/04/2020","961.00","944.80","965.00","938.20","0.20K","2.45%"
"08/03/2020","938.00","927.00","944.60","921.30","0.09K","1.99%"
"07/31/2020","919.70","919.95","932.05","909.95","","-0.09%"
"07/30/2020","920.55","959.00","964.10","894.50","","-4.04%"
"07/29/2020","959.35","987.75","990.70","951.35","","-2.87%"
"07/28/2020","987.65","995.90","1,002.00","940.15","","-0.83%"
"07/27/2020","995.90","966.10","998.70","955.20","","3.08%"
"07/26/2020","966.15","957.75","970.00","955.90","","1.13%"
"07/24/2020","955.35","949.50","967.00","932.70","","0.61%"
"07/23/2020","949.55","962.30","974.90","944.30","","-1.34%"
"07/22/2020","962.40","926.45","971.55","907.50","","3.84%"
"07/21/2020","926.85","863.20","934.65","861.70","","7.42%"
"07/20/2020","862.80","851.90","868.15","845.60","","1.29%"
"07/19/2020","851.80","851.50","852.70","850.00","","0.11%"
"07/17/2020","850.90","833.90","855.00","831.60","","2.06%"
"07/16/2020","833.70","845.80","847.20","825.90","","-1.49%"
"07/15/2020","846.35","843.75","852.65","835.00","","0.30%"
"07/14/2020","843.85","849.90","850.60","825.70","","-0.71%"
"07/13/2020","849.90","844.80","870.20","844.80","","0.60%"
"07/12/2020","844.80","843.15","848.60","843.15","","0.39%"
"07/10/2020","841.50","853.55","863.00","840.35","","-1.41%"
"07/09/2020","853.55","881.60","892.00","842.15","","-3.19%"
"07/08/2020","881.70","861.65","888.25","860.40","","2.33%"
"07/07/2020","861.60","842.70","866.25","829.35","","2.25%"
"07/06/2020","842.60","826.65","854.25","823.20","","1.92%"
"07/05/2020","826.75","823.70","827.45","823.70","","0.12%"
"07/03/2020","825.80","827.75","830.55","819.25","","-0.22%"
"07/02/2020","827.65","836.60","845.30","824.55","","-1.05%"
"07/01/2020","836.45","852.80","864.45","821.35","","-1.89%"
"06/30/2020","852.60","832.50","855.75","822.90","","2.44%"
"06/29/2020","832.30","815.60","832.75","815.30","","2.06%"
"06/28/2020","815.50","816.00","821.60","815.50","","1.43%"
"06/26/2020","804.00","809.35","812.10","793.90","","-0.67%"
"06/25/2020","809.40","797.00","811.40","790.65","","1.56%"
"06/24/2020","796.95","844.35","847.90","795.25","","-5.56%"
"06/23/2020","843.85","844.50","849.10","828.40","","-0.08%"
"06/22/2020","844.50","826.80","857.60","823.00","","2.15%"
"06/21/2020","826.75","834.85","834.85","826.10","","0.26%"
"06/19/2020","824.60","814.70","849.60","810.60","","1.22%"
"06/18/2020","814.70","833.65","837.60","805.90","","-2.29%"
"06/17/2020","833.80","841.00","845.55","825.65","","-0.89%"
"06/16/2020","841.25","831.10","847.70","822.35","","1.23%"
"06/15/2020","831.05","816.80","832.15","792.75","","1.74%"
"06/14/2020","816.80","825.50","826.50","815.85","","-0.44%"
"06/12/2020","820.40","812.65","844.65","808.70","","0.97%"
"06/11/2020","812.55","850.00","857.20","811.60","","-4.41%"
"06/10/2020","850.00","859.85","870.45","838.05","","-1.16%"
"06/09/2020","859.95","864.10","868.05","842.05","","-0.47%"
"06/08/2020","864.05","835.85","868.75","835.65","","3.38%"
"06/07/2020","835.80","829.00","837.20","828.35","","0.16%"
"06/05/2020","834.50","866.10","872.30","818.65","","-3.65%"
"06/04/2020","866.15","858.20","871.60","845.95","","0.93%"
"06/03/2020","858.15","872.70","872.70","851.60","","-1.67%"
"06/02/2020","872.70","900.30","908.50","855.30","","-3.07%"
"06/01/2020","900.30","877.20","906.55","865.60","","2.63%"
"05/31/2020","877.20","875.55","877.80","873.25","","0.47%"
"05/29/2020","873.10","863.65","885.30","847.20","","1.12%"
"05/28/2020","863.45","879.15","891.90","856.95","","-1.80%"
"05/27/2020","879.30","869.80","883.15","860.40","","1.08%"
"05/26/2020","869.90","895.00","911.60","864.00","","-2.82%"
"05/25/2020","895.10","885.90","897.00","872.00","","1.08%"
"05/24/2020","885.50","887.00","887.00","881.50","","-0.12%"
"05/22/2020","886.60","869.30","900.50","848.40","","1.99%"
"05/21/2020","869.30","932.00","932.00","851.30","","-6.70%"
"05/20/2020","931.75","893.50","943.00","893.45","","4.28%"
"05/19/2020","893.55","862.50","897.00","849.00","","3.60%"
"05/18/2020","862.50","842.10","876.65","836.55","","2.52%"
"05/17/2020","841.30","820.65","844.25","820.65","","2.42%"
"05/15/2020","821.45","785.60","822.35","780.95","","4.56%"
"05/14/2020","785.60","776.40","792.30","769.50","","1.18%"
"05/13/2020","776.45","768.70","781.50","767.60","","1.07%"
"05/12/2020","768.20","780.70","791.10","768.20","","-1.64%"
"05/11/2020","781.00","796.20","800.75","774.30","","-1.91%"
"05/10/2020","796.20","790.30","796.20","788.80","","0.65%"
"05/08/2020","791.05","781.55","800.90","779.70","","1.22%"
"05/07/2020","781.50","764.85","784.90","764.70","","2.19%"
"05/06/2020","764.75","781.50","785.30","757.75","","-2.15%"
"05/05/2020","781.55","780.30","788.30","769.50","","0.16%"
"05/04/2020","780.30","768.10","789.00","760.50","","1.56%"
"05/03/2020","768.35","774.85","779.50","762.50","","-1.32%"
"05/01/2020","778.60","805.70","814.20","770.00","","-3.34%"
"04/30/2020","805.50","810.30","823.05","787.70","","-0.64%"
"04/29/2020","810.65","795.35","828.00","794.80","","2.06%"
"04/28/2020","794.30","776.65","801.45","771.30","","2.27%"
"04/27/2020","776.65","780.20","788.20","767.70","","-0.44%"
"04/26/2020","780.10","777.90","782.60","776.30","","-0.15%"
"04/24/2020","781.25","791.30","794.50","764.70","","-1.27%"
"04/23/2020","791.30","768.90","814.30","766.80","","2.91%"
"04/22/2020","768.90","758.15","778.20","750.20","","1.45%"
"04/21/2020","757.90","788.65","791.35","716.80","","-3.89%"
"04/20/2020","788.60","786.70","802.80","785.45","","0.27%"
"04/19/2020","786.45","791.85","792.20","785.45","","-0.61%"
"04/17/2020","791.25","805.45","811.20","784.60","","-1.77%"
"04/16/2020","805.50","801.30","820.30","780.30","","0.51%"
"04/15/2020","801.45","818.75","831.65","796.40","","-2.17%"
